# mod_name_map.tsv - auto-generated by ggpk-tools/PoeDataExtract
# source: data/balance/mods.datc64 + ModFamily (2-way join via Mods.Families[0])
# columns: mod_id	affix_name	gen_type	tier_word
# generated: 2026-05-26T10:26:47Z
MapPlayersBlockAndArmour3MapWorldsExpedition	of Rust	3	IncreasedLife
MapPlayersBlockAndArmourPathOfEndurance		3	IncreasedLife
MapPlayersEvasionAndUnluckyDodge1	of Miring	3	IncreasedLife
MapPlayersEvasionAndUnluckyDodge2	of Miring	3	IncreasedLife
MapPlayersEvasionAndUnluckyDodge3	of Miring	3	IncreasedLife
MapPlayersEvasionAndUnluckyDodgeMapWorldsExpedition	of Miring	3	IncreasedLife
MapPlayersEvasionAndUnluckyDodge1MapWorlds	of Miring	3	IncreasedLife
MapPlayersEvasionAndUnluckyDodge1MapWorldsExpedition	of Miring	3	IncreasedLife
MapPlayersEvasionAndUnluckyDodge2MapWorlds	of Miring	3	IncreasedLife
MapPlayersEvasionAndUnluckyDodge2MapWorldsExpedition	of Miring	3	IncreasedLife
MapPlayersEvasionAndUnluckyDodge3MapWorlds	of Miring	3	IncreasedLife
MapPlayersEvasionAndUnluckyDodge3MapWorldsMaven_	of Miring	3	IncreasedLife
MapPlayersEvasionAndUnluckyDodge3MapWorldsExpedition	of Miring	3	IncreasedLife
MapPlayersEvasionAndUnluckyDodgePathOfEndurance		3	IncreasedLife
MapPlayersLessAoERadius	of Impotence	3	IncreasedLife
MapPlayersLessAoERadius2	of Impotence	3	IncreasedLife
MapPlayersLessAoERadius3_	of Impotence	3	IncreasedLife
MapPlayersLessAoERadiusMapWorlds	of Impotence	3	IncreasedLife
MapPlayersLessAoERadiusMapWorldsExpedition	of Impotence	3	IncreasedLife
MapPlayersLessAoERadius1MapWorldsExpedition	of Impotence	3	IncreasedLife
MapPlayersLessAoERadius2MapWorlds	of Impotence	3	IncreasedLife
MapPlayersLessAoERadius2MapWorldsExpedition	of Impotence	3	IncreasedLife
MapPlayersLessAoERadius3MapWorlds	of Impotence	3	IncreasedLife
MapPlayersLessAoERadius3MapWorldsMaven	of Impotence	3	IncreasedLife
MapPlayersLessAoERadius3MapWorldsExpedition	of Impotence	3	IncreasedLife
MapMonstersFrenzyChargeOnHitMapWorlds	of Frenzy	3	IncreasedLife
MapMonstersFrenzyChargeOnHitMapWorldsMaven	of Frenzy	3	IncreasedLife
MapMonstersFrenzyChargeOnHitMapWorldsExpedition_	of Frenzy	3	IncreasedLife
MapMonstersEnduranceChargeOnHitMapWorlds	of Endurance	3	IncreasedLife
MapMonstersEnduranceChargeOnHitMapWorldsMaven	of Endurance	3	IncreasedLife
MapMonstersEnduranceChargeOnHitMapWorldsExpedition	of Endurance	3	IncreasedLife
MapMonstersEnduranceChargeOnHitMapWorldsUnique__1		3	IncreasedLife
MapMonstersPowerChargeOnHitMapWorlds	of Power	3	IncreasedLife
MapMonstersPowerChargeOnHitMapWorldsMaven	of Power	3	IncreasedLife
MapMonstersPowerChargeOnHitMapWorldsExpedition	of Power	3	IncreasedLife
MapMonstersPowerChargeOnHitMapWorldsUnique___1		3	IncreasedLife
MapMonstersImpaleOnHitMapWorlds	Impaling	3	IncreasedLife
MapMonstersImpaleOnHit2MapWorlds	Impaling	3	IncreasedLife
MapMonstersImpaleOnHit3MapWorlds_	Impaling	3	IncreasedLife
MapMonstersImpaleOnHit3MapWorldsMaven	Impaling	3	IncreasedLife
MapMonstersImpaleOnHitMapWorldsExpedition_	Impaling	3	IncreasedLife
MapMonstersImpaleOnHit1MapWorldsExpedition__	Impaling	3	IncreasedLife
MapMonstersImpaleOnHit2MapWorldsExpedition_	Impaling	3	IncreasedLife
MapMonstersImpaleOnHit3MapWorldsExpedition	Impaling	3	IncreasedLife
MapMonstersChanceToSuppressSpellsMapWorlds	Oppressive	3	IncreasedLife
MapMonstersChanceToSuppressSpells2MapWorlds	Oppressive	3	IncreasedLife
MapMonstersChanceToSuppressSpells3MapWorlds	Oppressive	3	IncreasedLife
MapMonstersChanceToSuppressSpells3MapWorldsMaven_	Oppressive	3	IncreasedLife
MapMonstersChanceToSuppressSpellsMapWorldsExpedition	Oppressive	3	IncreasedLife
MapMonstersChanceToSuppressSpells1MapWorldsExpedition__	Oppressive	3	IncreasedLife
MapMonstersChanceToSuppressSpells2MapWorldsExpedition	Oppressive	3	IncreasedLife
MapMonstersChanceToSuppressSpells3MapWorldsExpedition	Oppressive	3	IncreasedLife
MapMonstersMaximumLifeAddedEnergyShieldMapWorlds	Buffered	3	IncreasedLife
MapMonstersMaximumLifeAddedEnergyShield2MapWorlds_____	Buffered	3	IncreasedLife
MapMonstersMaximumLifeAddedEnergyShield3MapWorlds	Buffered	3	IncreasedLife
MapMonstersMaximumLifeAddedEnergyShield3MapWorldsMaven	Buffered	3	IncreasedLife
MapMonstersMaximumLifeAddedEnergyShieldMapWorldsExpedition	Buffered	3	IncreasedLife
MapMonstersMaximumLifeAddedEnergyShield1MapWorldsExpedition_	Buffered	3	IncreasedLife
MapMonstersMaximumLifeAddedEnergyShield2MapWorldsExpedition	Buffered	3	IncreasedLife
MapMonstersMaximumLifeAddedEnergyShield3MapWorldsExpedition__	Buffered	3	IncreasedLife
MapBossPossessedMapWorlds	Enthralled	3	IncreasedLife
MapMonstersBlindOnHitMapWorlds	of Blinding	3	IncreasedLife
MapMonstersBlindOnHitMapWorldsMaven__	of Blinding	3	IncreasedLife
MapMonstersBlindOnHitMapWorldsExpedition__	of Blinding	3	IncreasedLife
MapMonstersMaimOnHitMapWorlds	of Carnage	3	IncreasedLife
MapMonstersMaimOnHitMapWorldsMaven__	of Carnage	3	IncreasedLife
MapMonstersMaimOnHitMapWorldsExpedition_	of Carnage	3	IncreasedLife
MapMonstersHinderOnHitMapWorlds	of Impedance	3	IncreasedLife
MapMonstersHinderOnHitMapWorldsMaven	of Impedance	3	IncreasedLife
MapMonstersHinderOnHitMapWorldsExpedition	of Impedance	3	IncreasedLife
MapMonstersStealChargesOnHitMapWorlds	of Enervation	3	IncreasedLife
MapMonstersStealChargesOnHitMapWorldsMaven__	of Enervation	3	IncreasedLife
MapMonstersStealChargesOnHitMapWorldsExpedition	of Enervation	3	IncreasedLife
MapConsecratedGroundMapWorlds	of Consecration	3	IncreasedLife
MapConsecratedGround2MapWorlds	of Consecration	3	IncreasedLife
MapConsecratedGround3MapWorlds__	of Consecration	3	IncreasedLife
MapConsecratedGround3MapWorldsMaven	of Consecration	3	IncreasedLife
MapConsecratedGroundMapWorldsExpedition	of Consecration	3	IncreasedLife
MapConsecratedGround1MapWorldsExpedition_	of Consecration	3	IncreasedLife
MapConsecratedGround2MapWorldsExpedition_______	of Consecration	3	IncreasedLife
MapConsecratedGround3MapWorldsExpedition	of Consecration	3	IncreasedLife
MapPlayersLessCooldownRecoveryMapWorlds	of Fatigue	3	IncreasedLife
MapPlayersLessCooldownRecovery2MapWorlds	of Fatigue	3	IncreasedLife
MapPlayersLessCooldownRecovery3MapWorlds	of Fatigue	3	IncreasedLife
MapPlayersLessCooldownRecovery3MapWorldsMaven	of Fatigue	3	IncreasedLife
MapPlayersLessCooldownRecoveryMapWorldsExpedition__	of Fatigue	3	IncreasedLife
MapPlayersLessCooldownRecovery1MapWorldsExpedition_	of Fatigue	3	IncreasedLife
MapPlayersLessCooldownRecovery2MapWorldsExpedition	of Fatigue	3	IncreasedLife
MapPlayersLessCooldownRecovery3MapWorldsExpedition_	of Fatigue	3	IncreasedLife
MapPlayersBuffsExpireFasterMapWorlds	of Transience	3	IncreasedLife
MapPlayersBuffsExpireFaster2MapWorlds___	of Transience	3	IncreasedLife
MapPlayersBuffsExpireFaster3MapWorlds	of Transience	3	IncreasedLife
MapPlayersBuffsExpireFaster3MapWorldsMaven	of Transience	3	IncreasedLife
MapPlayersBuffsExpireFasterMapWorldsExpedition	of Transience	3	IncreasedLife
MapPlayersBuffsExpireFaster1MapWorldsExpedition___	of Transience	3	IncreasedLife
MapPlayersBuffsExpireFaster2MapWorldsExpedition	of Transience	3	IncreasedLife
MapPlayersBuffsExpireFaster3MapWorldsExpedition_	of Transience	3	IncreasedLife
MapPlayersReducedAuraEffectMapWorlds	of Doubt	3	IncreasedLife
MapPlayersReducedAuraEffect2MapWorlds	of Doubt	3	IncreasedLife
MapPlayersReducedAuraEffect3MapWorlds_	of Doubt	3	IncreasedLife
MapPlayersReducedAuraEffect3MapWorldsMaven	of Doubt	3	IncreasedLife
MapPlayersReducedAuraEffectMapWorldsExpedition_	of Doubt	3	IncreasedLife
MapPlayersReducedAuraEffect1MapWorldsExpedition	of Doubt	3	IncreasedLife
MapPlayersReducedAuraEffect2MapWorldsExpedition	of Doubt	3	IncreasedLife
MapPlayersReducedAuraEffect3MapWorldsExpedition	of Doubt	3	IncreasedLife
MapPlayersAccuracyRatingMapWorlds_	of Imprecision	3	IncreasedLife
MapPlayersAccuracyRating2MapWorlds	of Imprecision	3	IncreasedLife
MapPlayersAccuracyRating3MapWorlds	of Imprecision	3	IncreasedLife
MapPlayersAccuracyRating3MapWorldsMaven_	of Imprecision	3	IncreasedLife
MapPlayersAccuracyRatingMapWorldsExpedition__	of Imprecision	3	IncreasedLife
MapPlayersAccuracyRating1MapWorldsExpedition_	of Imprecision	3	IncreasedLife
MapPlayersAccuracyRating2MapWorldsExpedition	of Imprecision	3	IncreasedLife
MapPlayersAccuracyRating3MapWorldsExpedition_	of Imprecision	3	IncreasedLife
PhysicalAttackDamageReducedUniqueAmulet8		3	IncreasedLife
PhysicalAttackDamageReducedUniqueBelt3		3	IncreasedLife
PhysicalAttackDamageReducedUniqueBodyStr2		3	IncreasedLife
PhysicalAttackDamageReducedUniqueBodyDex2		3	IncreasedLife
PhysicalAttackDamageReducedUniqueBodyDex3		3	IncreasedLife
PhysicalAttackDamageReducedUniqueBelt8		3	IncreasedLife
PhysicalAttackDamageReducedUniqueShieldDexInt1		3	IncreasedLife
PhysicalAttackDamageReducedUniqueShieldDexInt1Royale		3	IncreasedLife
PhysicalAttackDamageReducedUnique__1		3	IncreasedLife
AdditionalShieldBlockChance1	of the Essence	2	IncreasedLife
AdditionalShieldBlockChance2	of the Essence	2	IncreasedLife
AdditionalShieldBlockChance3	of the Essence	2	IncreasedLife
AdditionalShieldBlockChance4	of the Essence	2	IncreasedLife
AdditionalBlockChanceUniqueShieldStrDex1		3	IncreasedLife
AdditionalBlockChanceUniqueShieldDex1		3	IncreasedLife
AdditionalBlockChanceUniqueShieldDex2		3	IncreasedLife
AdditionalBlockChanceUniqueShieldStr1		3	IncreasedLife
AdditionalBlockChanceUniqueShieldStrInt4		3	IncreasedLife
AdditionalBlockChanceUniqueShieldStrInt6		3	IncreasedLife
AdditionalBlockChanceUniqueDescentShield1_		3	IncreasedLife
AdditionalBlockChanceUniqueShieldDex4		3	IncreasedLife
AdditionalBlockChanceUniqueShieldStrDex2		3	IncreasedLife
AdditionalBlockChanceUniqueShieldDex5		3	IncreasedLife
AdditionalBlockChanceUniqueShieldInt4		3	IncreasedLife
AdditionalBlockChanceUniqueShieldStr4		3	IncreasedLife
AdditionalBlockChanceUniqueShieldStrDex3__		3	IncreasedLife
SubtractedBlockChanceUniqueShieldStrInt8		3	IncreasedLife
AdditionalBlockChanceUnique__1		3	IncreasedLife
AdditionalBlockChanceUnique__2		3	IncreasedLife
AdditionalBlockChanceUnique__3		3	IncreasedLife
AdditionalBlockChanceUnique__4		3	IncreasedLife
AdditionalBlockChanceUnique__5		3	IncreasedLife
AdditionalBlockChanceUnique__6		3	IncreasedLife
AdditionalBlockChanceUnique__7__		3	IncreasedLife
AdditionalBlockChanceUnique__8_		3	IncreasedLife
AdditionalBlockChanceUnique__9		3	IncreasedLife
SpellBlockOnLowLifeUniqueShieldStrDex1		3	IncreasedLife
SpellBlockUniqueShieldInt1		3	IncreasedLife
SpellBlockUniqueShieldStrInt1		3	IncreasedLife
SpellBlockUniqueBootsInt5		3	IncreasedLife
SpellBlockUniqueTwoHandAxe6		3	IncreasedLife
SpellBlockUniqueDescentShieldStr1		3	IncreasedLife
SpellBlockUniqueShieldInt4		3	IncreasedLife
SpellBlockPercentageOnLowLifeUniqueShieldStrDex1_		3	IncreasedLife
SpellBlockPercentageUniqueShieldInt1		3	IncreasedLife
SpellBlockPercentageUniqueShieldStrInt1		3	IncreasedLife
SpellBlockPercentageUniqueBootsInt5		3	IncreasedLife
SpellBlockPercentageUniqueTwoHandAxe6		3	IncreasedLife
SpellBlockPercentageUniqueShieldInt4		3	IncreasedLife
MaximumColdResistUniqueShieldDex1		3	IncreasedLife
MaximumColdResistUnique__1_		3	IncreasedLife
MaximumColdResistUnique__2		3	IncreasedLife
MaximumFireResistUniqueShieldStrInt5		3	IncreasedLife
MaximumFireResistUniqueBodyStrDex5		3	IncreasedLife
MaximumFireResistUnique__1		3	IncreasedLife
MaximumLightningResistUniqueStaff8c		3	IncreasedLife
MaximumLightningResistUnique__1		3	IncreasedLife
MeleeAttackerTakesColdDamageUniqueShieldDex1		3	IncreasedLife
RangedAttackDamageReducedUniqueShieldStr1		3	IncreasedLife
RangedAttackDamageReducedUniqueShieldStr2		3	IncreasedLife
Nothing		3	IncreasedLife
StanceScavengerRun		3	IncreasedLife
StanceScavengerWalkFemale_		3	IncreasedLife
StanceScavengerWalkMale___		3	IncreasedLife
StanceNovasoulMinionRun		3	IncreasedLife
MonsterScavengerAlwaysRun		3	IncreasedLife
StanceBanditRun		3	IncreasedLife
StanceKiwethRun		3	IncreasedLife
StanceMinerRun		3	IncreasedLife
StanceFlayedRun_		3	IncreasedLife
StanceDropBearWalk		3	IncreasedLife
StanceDemonAtziriSacrificeRun		3	IncreasedLife
StanceWestBossWalk		3	IncreasedLife
StanceGladiatorRun		3	IncreasedLife
StanceThugMinibossEnrage_		3	IncreasedLife
StanceSnakeSlither		3	IncreasedLife
StanceSnakeSlitherRoyale_		3	IncreasedLife
StanceBlackguardZombieRun		3	IncreasedLife
StanceChieftainEnrage		3	IncreasedLife
StanceSandLeaperHaste_		3	IncreasedLife
StanceNessaCrabRun		3	IncreasedLife
StanceVilentaEnrage		3	IncreasedLife
StanceVilentaEnrageMap		3	IncreasedLife
StanceThaneEnrage		3	IncreasedLife
StanceIncursionSkeleton		3	IncreasedLife
StanceAfflictionMinion3Run		3	IncreasedLife
StanceMarakethGeneral		3	IncreasedLife
StanceBlightWheelRun		3	IncreasedLife
StanceHarvestStriderRun		3	IncreasedLife
StanceHarvestCatBossProwl		3	IncreasedLife
StanceHarvestCatBossStealth		3	IncreasedLife
StanceHarvestBossVinePhase		3	IncreasedLife
StanceHarvestBrambleHulkRun		3	IncreasedLife
StanceHarvestOshabiCrownOfThorns		3	IncreasedLife
StanceHeistAgilityStealthWalk		3	IncreasedLife
StanceHeistTemplarWalk		3	IncreasedLife
StanceHeistTemplarJog		3	IncreasedLife
StanceHeistTemplarMinibossFireWalk___		3	IncreasedLife
StanceHeistThugWalk_		3	IncreasedLife
StanceHeistThugWalk2__		3	IncreasedLife
StanceHeistThugWalkRanged__		3	IncreasedLife
StanceHeistThugWalkTorch		3	IncreasedLife
StanceHeistThugWalkTrapper		3	IncreasedLife
StanceHeistThugWalkLarge		3	IncreasedLife
StanceHeistThugJog_		3	IncreasedLife
StanceHeistThugJog2__		3	IncreasedLife
StanceHeistThugJogTorch		3	IncreasedLife
StanceHeistThugJogTrapper		3	IncreasedLife
StanceHeistThugJogLarge		3	IncreasedLife
StanceHeistScientistWalk_		3	IncreasedLife
StanceHeistScientistJog_		3	IncreasedLife
StanceHeistLabradorWalk		3	IncreasedLife
StanceHeistRatWalk		3	IncreasedLife
StanceHeistScienceUndeadWalk		3	IncreasedLife
StanceHeistScienceUndeadJog		3	IncreasedLife
StanceHeistRobotCrucibleWalk_		3	IncreasedLife
StanceHeistRobotDroneWalk_		3	IncreasedLife
StanceHeistRobotHoundWalk		3	IncreasedLife
StanceHeistRobotSkitterbotWalk___		3	IncreasedLife
StanceHeistRobotArgusWalk		3	IncreasedLife
StanceBeastRun__		3	IncreasedLife
StaceScytheHand_		3	IncreasedLife
StanceExpeditionDannigWalk		3	IncreasedLife
StanceExpeditionGwennenWalk		3	IncreasedLife
StanceExpeditionRogWalk_		3	IncreasedLife
StanceExpeditionTujenWalk_		3	IncreasedLife
StanceHellscapeFleshDogmanWalk		3	IncreasedLife
StanceHellscapePaleEliteStabbyWalk_		3	IncreasedLife
StanceHellscapeSkeletonCannibalWalk		3	IncreasedLife
StanceAtlasInvadersBlackStarFodder2Charge		3	IncreasedLife
StanceAtlasInvadersCleansingFodder2Charge_		3	IncreasedLife
StanceSanctumDiviniaWalk		3	IncreasedLife
StanceSanctumSentinelAngryWalk		3	IncreasedLife
StanceBogZombieRun		3	IncreasedLife
StanceVaalSavageRun		3	IncreasedLife
StanceVaalBruteRun		3	IncreasedLife
StanceIllFatedExplorerRun		3	IncreasedLife
StanceGutViperWalk		3	IncreasedLife
StanceBlackJawRun		3	IncreasedLife
StanceNPCAlvaWalk		3	IncreasedLife
StanceVaalGuardRunClaws		3	IncreasedLife
StanceVaalGuardRunMortar		3	IncreasedLife
StanceVaalGuardRunSpear		3	IncreasedLife
StanceVaalGuardRunBow		3	IncreasedLife
StanceVaalGuardRunOverseer		3	IncreasedLife
StanceVaalGuardRunEagleKnight		3	IncreasedLife
StanceVaalGuardRunArchivist		3	IncreasedLife
StanceProcessionBannerWalk		3	IncreasedLife
StanceParasiticFishWalk		3	IncreasedLife
StanceViperLegionnaireSwordWalk		3	IncreasedLife
StanceViperLegionnaireBowWalk		3	IncreasedLife
StanceViperLegionnaireClawsWalk		3	IncreasedLife
StanceViperLegionnaireSpearShieldWalk		3	IncreasedLife
StanceTarHulkRun		3	IncreasedLife
StancePaleWaterWalkerRun		3	IncreasedLife
StancePaleWalkerRun		3	IncreasedLife
StanceAncientSkitterbotFlee		3	IncreasedLife
StanceLandSharkBurrowed		3	IncreasedLife
StanceTwilightOrderGuardBossWalk		3	IncreasedLife
StancePatrolTwilightOfficerWalk		3	IncreasedLife
StancePatrolTwilightSoldierWalk		3	IncreasedLife
StancePatrolTwilightAssassinWalk		3	IncreasedLife
StancePatrolTwilightSoldierTorchWalk		3	IncreasedLife
StanceIgnagdukRun		3	IncreasedLife
StanceHatchlingWalk		3	IncreasedLife
StanceDoomBossBurrowed		3	IncreasedLife
StanceAncestralThunderbirdFlying		3	IncreasedLife
StanceVaalShapeshifterShapeshifted		3	IncreasedLife
StanceRathbreakerEnrage		3	IncreasedLife
StanceSalmon		3	IncreasedLife
StanceSalmonNoESRecharge		3	IncreasedLife
StanceUnstunableSalmon		3	IncreasedLife
StanceShellMonster		3	IncreasedLife
StancePirateBarrel		3	IncreasedLife
StanceTorturerZombie		3	IncreasedLife
StancePaleFisherman		3	IncreasedLife
StancePatrolGemlingSwordsman		3	IncreasedLife
StancePatrolGemlingArcher		3	IncreasedLife
StancePatrolGemlingBrute		3	IncreasedLife
StanceMedicineWomanHealing		3	IncreasedLife
OshabiCombatVineOrange		3	IncreasedLife
OshabiCombatVineBlue		3	IncreasedLife
OshabiCombatVineGreen		3	IncreasedLife
OshabiCombatVineRed		3	IncreasedLife
StanceCrowBellAngry__		3	IncreasedLife
StanceShieldUp		3	IncreasedLife
StanceMovementSpeed689		3	IncreasedLife
StanceMovementSpeed590		3	IncreasedLife
StanceMovementSpeed500		3	IncreasedLife
StanceMovementSpeed425		3	IncreasedLife
StanceMovementSpeed350		3	IncreasedLife
StanceMovementSpeed300		3	IncreasedLife
StanceMovementSpeed280		3	IncreasedLife
StanceMovementSpeed266_		3	IncreasedLife
StanceMovementSpeed250		3	IncreasedLife
StanceMovementSpeed233		3	IncreasedLife
StanceMovementSpeed222		3	IncreasedLife
StanceMovementSpeed200		3	IncreasedLife
StanceMovementSpeed193		3	IncreasedLife
StanceMovementSpeed192		3	IncreasedLife
StanceMovementSpeed174		3	IncreasedLife
StanceMovementSpeed142		3	IncreasedLife
StanceMovementSpeed120		3	IncreasedLife
StanceMovementSpeed100		3	IncreasedLife
StanceMovementSpeed99		3	IncreasedLife
StanceMovementSpeed80_		3	IncreasedLife
StanceMovementSpeed79		3	IncreasedLife
StanceMovementSpeed75		3	IncreasedLife
StanceMovementSpeed74		3	IncreasedLife
StanceMovementSpeed60_		3	IncreasedLife
StanceMovementSpeed59		3	IncreasedLife
StanceMovementSpeed52		3	IncreasedLife
StanceMovementSpeed50_		3	IncreasedLife
StanceMovementSpeed49		3	IncreasedLife
StanceMovementSpeed44		3	IncreasedLife
StanceMovementSpeed35		3	IncreasedLife
StanceMovementSpeed32		3	IncreasedLife
StanceMovementSpeed30		3	IncreasedLife
StanceMovementSpeed25		3	IncreasedLife
StanceMovementSpeed21		3	IncreasedLife
StanceMovementSpeed20		3	IncreasedLife
StanceMovementSpeedNegative15		3	IncreasedLife
StanceMovementSpeedNegative17		3	IncreasedLife
StanceMovementSpeedNegative20___		3	IncreasedLife
StanceMovementSpeedNegative25		3	IncreasedLife
StanceMovementSpeedNegative35		3	IncreasedLife
StanceMovementSpeedNegative40__		3	IncreasedLife
StanceMovementSpeedNegative45		3	IncreasedLife
StanceMovementSpeedNegative50		3	IncreasedLife
StanceMovementSpeedNegative55		3	IncreasedLife
StanceMovementSpeedNegative60		3	IncreasedLife
StanceMovementSpeedNegative62		3	IncreasedLife
StanceMovementSpeedNegative64		3	IncreasedLife
StanceMovementSpeedNegative65		3	IncreasedLife
StanceMovementSpeedNegative66		3	IncreasedLife
StanceMovementSpeedNegative68_____		3	IncreasedLife
StanceMovementSpeedNegative70		3	IncreasedLife
StanceMovementSpeedNegative71_		3	IncreasedLife
StanceMovementSpeedNegative75		3	IncreasedLife
StanceMovementSpeedNegative78__		3	IncreasedLife
StanceMovementSpeedNegative80		3	IncreasedLife
StanceMovementSpeedNegative83		3	IncreasedLife
StanceMovementSpeedNegative84		3	IncreasedLife
StanceMovementSpeedNegative90		3	IncreasedLife
StanceMovementSpeedNegative95		3	IncreasedLife
StanceMovementSpeedNegative84CannotBeKnockedBack		3	IncreasedLife
StanceAggroRadiusNegative40		3	IncreasedLife
StanceTwilightSoldierShield		3	IncreasedLife
StanceMaidenParasiteCharge		3	IncreasedLife
StanceGoblinGiantStompNoStun		3	IncreasedLife
StanceReduceMeleeDistance		3	IncreasedLife
MonsterConvertToColdDamage1		3	IncreasedLife
MonsterConvertToColdDamage2		3	IncreasedLife
MonsterGainFrenzyChargeOnKinDeath1		3	IncreasedLife
MonsterConvertToFireDamageBurningMenace		3	IncreasedLife
MonsterChanceToIgniteBurningMenace		3	IncreasedLife
MonsterChanceToIgniteSulphurElemental		3	IncreasedLife
MonsterChanceToIgniteDemonBoss2		3	IncreasedLife
MonsterGroundFireOnDeath1		3	IncreasedLife
MonsterCausticCloudOnDeath		3	IncreasedLife
DexMissionCausticCloudOnDeath		3	IncreasedLife
DexMissionRhoaBossMinionCausticCloudOnDeath		3	IncreasedLife
MonsterCausticCloudOnDeathBoss		3	IncreasedLife
MonsterCausticCloudOnDeathSpecialHillock		3	IncreasedLife
MonsterGroundFireOnDeathBurningMenace		3	IncreasedLife
ProphecyBossGroundFireOnDeath		3	IncreasedLife
MonsterConvertToLightningDamage1		3	IncreasedLife
MonsterConvertToLightningDamage2		3	IncreasedLife
MonsterConvertToFireDamage1		3	IncreasedLife
MonsterConvertToFireDamage2		3	IncreasedLife
MonsterConvertToChaos1		3	IncreasedLife
MonsterConvertToChaosHeraldOfAgony1		3	IncreasedLife
MonsterMultipleProjectilesImplicit1		3	IncreasedLife
MonsterMultipleProjectilesImplicit2		3	IncreasedLife
MonsterMultipleProjectilesImplicit3		3	IncreasedLife
MonsterFasterProjectilesImplicit1		3	IncreasedLife
MonsterNecromancerRaisable		3	IncreasedLife
MonsterTotemIncreasedAuraRange1		3	IncreasedLife
DelveMonsterEnfeebleOnHit		3	IncreasedLife
DelveMonsterTemporalChainsOnHit		3	IncreasedLife
MonsterChanceToTemporalChainsOnHit1		3	IncreasedLife
MonsterChanceToTemporalChainsOnHit2		3	IncreasedLife
MonsterChanceToVulnerabilityOnHit1		3	IncreasedLife
MonsterChanceToVulnerabilityOnHit2		3	IncreasedLife
MonsterChanceToFlammabilityOnHit1		3	IncreasedLife
MonsterTotemAuraAddedColdDamage		3	IncreasedLife
MonsterAuraAddedColdDamage		3	IncreasedLife
StrIntMissionAuraAddedColdDamage		3	IncreasedLife
MonsterAuraUniqueMapColdDamage		3	IncreasedLife
MonsterTotemAuraAddedFireDamage		3	IncreasedLife
MonsterAuraAddedFireDamage		3	IncreasedLife
MonsterAmbrosiaAuraAddedFireDamage		3	IncreasedLife
StrIntMissionAuraAddedFireDamage		3	IncreasedLife
MonsterAuraUniqueMapFireDamage		3	IncreasedLife
MonsterAuraAddedFireDamageSkeletonArmy		3	IncreasedLife
MonsterTotemAuraAddedLightningDamage		3	IncreasedLife
MonsterAuraAddedLightningDamage		3	IncreasedLife
MonsterAmarissaAuraAddedLightningDamage		3	IncreasedLife
StrIntMissionAuraAddedLightningDamage		3	IncreasedLife
MonsterAuraUniqueMapLightningDamage		3	IncreasedLife
MonsterCastsFirestormText		3	IncreasedLife
MonsterCastsPunctureText		3	IncreasedLife
MonsterCastsColdsnapText		3	IncreasedLife
MonsterCastsCriticalWeaknessCurseText		3	IncreasedLife
MonsterCastsElementralWeaknessCurseText		3	IncreasedLife
MonsterCastsEnfeebleCurseText		3	IncreasedLife
MonsterCastsFireballText		3	IncreasedLife
MonsterCastsIceNovaText		3	IncreasedLife
MonsterCastsIceSpearText		3	IncreasedLife
MonsterCastsMoltenShellText		3	IncreasedLife
MonsterCastsProjectileWeaknessCurseText		3	IncreasedLife
MonsterCastsShockNovaText		3	IncreasedLife
MonsterCastsSparkText		3	IncreasedLife
MonsterCastsVulnerabilityCurseText		3	IncreasedLife
MonsterCastsWarlordsMarkCurseText		3	IncreasedLife
MonsterCastsArcticBreathText		3	IncreasedLife
MonsterCastsGlacialCascade		3	IncreasedLife
MonsterDetonatesCorpsesText		3	IncreasedLife
MonsterExplodesOnDeathText		3	IncreasedLife
MonsterExplodesOnItsTargetText		3	IncreasedLife
MonsterExplodesOnItsTargetOnLowLifeText		3	IncreasedLife
MonsterFiresRainOfArrowsText		3	IncreasedLife
MonsterFiresBurningArrowsText		3	IncreasedLife
MonsterFiresExplosiveArrowText		3	IncreasedLife
MonsterFiresLightningArrowsText		3	IncreasedLife
MonsterFiresCausticArrowsText		3	IncreasedLife
MonsterFiresSplitArrowsText		3	IncreasedLife
MonsterFiresVaalBurningArrowText		3	IncreasedLife
MonsterLeapsOntoEnemiesText		3	IncreasedLife
MonsterRaisesUndeadText		3	IncreasedLife
MonsterSummonsExplodingSpawnText		3	IncreasedLife
MonsterSummonsMonkeysText		3	IncreasedLife
MonsterSummonsSkeletonsText		3	IncreasedLife
MonsterSummonsSpawnText		3	IncreasedLife
MonsterUsesEnduringCryText		3	IncreasedLife
MonsterUsesFlickerStrikeText		3	IncreasedLife
MonsterUsesGlacialHammerText		3	IncreasedLife
MonsterUsesGroundSlamText		3	IncreasedLife
MonsterUsesLightningStrikeText		3	IncreasedLife
MonsterUsesPhaseRunText		3	IncreasedLife
MonsterCastsShieldChargeText		3	IncreasedLife
MonsterCastsMassFrenzyText		3	IncreasedLife
MonsterCastsTemporalChainsText		3	IncreasedLife
MonsterCastsFrenzyText		3	IncreasedLife
MonsterCastsViperStrikeText		3	IncreasedLife
MonsterCastsGroundDesecrationText		3	IncreasedLife
MonsterCastsWitherText		3	IncreasedLife
MonsterCastsElementalHitText		3	IncreasedLife
MonsterCurseCastSpeedPenalty		3	IncreasedLife
MonsterTwoAdditionalTotems		3	IncreasedLife
MonsterAdditionalTotem		3	IncreasedLife
