metadata_path	display_name
Metadata/Monsters/Goblins/Beast/GoblinTamedBeastEnslaved	Mimbok, the Enslaved
Metadata/Monsters/Goblins/GoblinSpearman/GoblinSpearman	Spearbearer Kin
Metadata/Monsters/Goblins/GoblinSpearman/GoblinSpearmanDistracted	Spearbearer Kin
Metadata/Monsters/Goblins/GoblinSpearman/GoblinSpearmanWalkEmerge	Spearbearer Kin
Metadata/Monsters/Goblins/GoblinSpearman/GoblinSpearmanNoSkull_	Spearbearer Kin
Metadata/Monsters/Goblins/GoblinStiltsFighter/GoblinStiltsFighter	Tallwalker Kin
Metadata/Monsters/Goblins/GoblinDrummer/GoblinDrummer	Wardrum Kin
Metadata/Monsters/Goblins/GoblinDrummer/GoblinDrummerWalkEmerge	Wardrum Kin
Metadata/Monsters/Goblins/GoblinTusker/GoblinTusker	Tuskbearer Kin
Metadata/Monsters/Goblins/GoblinTusker/GoblinTuskerDistracted	Tuskbearer Kin
Metadata/Monsters/Goblins/GoblinTusker/GoblinTuskerWalkEmerge	Tuskbearer Kin
Metadata/Monsters/Goblins/GoblinShaman/GoblinShaman	Shaman Kin
Metadata/Monsters/Goblins/GoblinShaman/GoblinShamanDistracted	Shaman Kin
Metadata/Monsters/Goblins/GoblinShaman/GoblinShamanWalkEmerge	Shaman Kin
Metadata/Monsters/HarpyMonster/MagmaHarpy/MagmaHarpy	Molten Imp
Metadata/Monsters/Goblins/Beast/ArenaBeastBoss	The Blind Beast
Metadata/Monsters/Goblins/Beast/ArenaBeastBossMAP_	The Ravenous Fang
Metadata/Monsters/Goblins/Beast/ArenaBeastBossSTANDALONE	The Blind Beast
Metadata/Monsters/Goblins/GoblinGiantBoss/GoblinGiantBoss	Krutog, Lord of Kin
Metadata/Monsters/Goblins/GoblinGiantBoss/GoblinGiantBossMAP_	Brughor, the Insatiable
Metadata/Monsters/Goblins/GoblinGiantBoss/GoblinGiantBossStandalone_	Brughor, the Insatiable
Metadata/Monsters/Goblins/GoblinMiner/GoblinMinerMining	Prospector Kin
Metadata/Monsters/Goblins/GoblinMiner/GoblinMinerTorch	Torchbearer Kin
Metadata/Monsters/ElectricStingray/ElectricStingray_	Spiked Ray
Metadata/Monsters/JellfishNettler/JellyfishNettlerBig	Skittering Jellycrab
Metadata/Monsters/JellfishNettler/JellyfishNettlerSmall	Skittering Jellycrab
Metadata/Monsters/JellfishNettler/JellyfishNettlerFlying	Luminous Jellyfish
Metadata/Monsters/TentacleDemonFemale/TentacleWhipper	Ghastly Siren
Metadata/Monsters/GiantStarfish/GiantStarfish_	Giant Maw
Metadata/Monsters/CarrionWing/CarrionWing_	Luminous Spinefish
Metadata/Monsters/BrineMaiden/BrineMaiden	Brine Maiden
Metadata/Monsters/BrineMaiden/BrineMaidenClamEncounter	Adelina, Guardian of the Pearl
Metadata/Monsters/ProwlerLeviathan/ProwlerLeviathan	Amphibious Prowler
Metadata/Monsters/KaruiTuatara/KaruiTuatara_	Guardian Lizard
Metadata/Monsters/KaruiTuatara/KaruiTuataraStrongbox	Guardian Lizard
Metadata/Monsters/KaruiSoulCaster/KaruiSoulCaster_	Ancestral Channeler
Metadata/Monsters/KaruiSoulCaster/KaruiSoulCasterHalls	Ancestral Channeler
Metadata/Monsters/KaruiSoulCaster/KaruiSoulCasterStrongbox	Ancestral Channeler
Metadata/Monsters/KaruiHulk/KaruiHulk_	Primal Spirit
Metadata/Monsters/KaruiHulk/KaruiHulkStrongbox	Primal Spirit
Metadata/Monsters/FallenKarui/FallenKaruiArcher_______	Ancestral Archer
Metadata/Monsters/FallenKarui/FallenKaruiArcherHalls_	Ancestral Archer
Metadata/Monsters/FallenKarui/FallenKaruiArcherStrongbox	Ancestral Archer
Metadata/Monsters/FallenKarui/FallenKaruiShieldAxe	Ancestral Guardian
Metadata/Monsters/FallenKarui/FallenKaruiShieldAxeHalls	Ancestral Guardian
Metadata/Monsters/FallenKarui/FallenKaruiShieldAxeStrongbox	Ancestral Guardian
Metadata/Monsters/FallenKarui/FallenKaruiTwoHandAxe	Ancestral Warrior
Metadata/Monsters/FallenKarui/FallenKaruiTwoHandAxeHalls	Ancestral Warrior
Metadata/Monsters/FallenKarui/FallenKaruiTwoHandAxeStrongbox	Ancestral Warrior
Metadata/Monsters/FallenKarui/FallenKaruiOneHandMace	Ancestral Headtaker
Metadata/Monsters/FallenKarui/FallenKaruiOneHandMaceHalls	Ancestral Headtaker
Metadata/Monsters/FallenKarui/FallenKaruiOneHandMaceStrongbox	Ancestral Headtaker
Metadata/Monsters/LeagueAncestral/StandaloneNgamahu/FirebreatherStandalone	Firebreather
Metadata/Monsters/LeagueAncestral/StandaloneNgamahu/CalderaRavagerStandalone	Ngamahu Ravager
Metadata/Monsters/LeagueAncestral/StandaloneNgamahu/BlackbarkDemolisherStandalone	Blackbark Demolisher
Metadata/Monsters/LeagueAncestral/StandaloneTasalio/SpearfisherStandalone	Spearfisher
Metadata/Monsters/LeagueAncestral/StandaloneTasalio/RiptideStandalone	Riptide
Metadata/Monsters/LeagueAncestral/StandaloneTasalio/RiptideWave	Volatile Core
Metadata/Monsters/LeagueAncestral/StandaloneTasalio/TrawlerStandalone_	Tasalio Trawler
Metadata/Monsters/SirenMonster/SirenBoss	Diamora, Song of Death
Metadata/Monsters/SirenMonster/SirenBossMAP_	Syvora, Daughter of the Deep
Metadata/Monsters/SirenMonster/SirenBossSTANDALONE	Diamora, Song of Death
Metadata/Monsters/SirenMonster/SirenBossPretty	Diamora, Song of Death
Metadata/Monsters/SirenMonster/SirenBossWaterBall	[DNT-UNUSED]Water Ball
Metadata/Monsters/KaruiSoulCaster/KaruiSpiritSummon	Ancestral Mask
Metadata/Monsters/KaruiWarriorHorn/KaruiWarriorHorn_	Ancestral Hornbearer
Metadata/Monsters/KaruiWarriorHorn/KaruiWarriorHornHalls	Ancestral Hornbearer
Metadata/Monsters/KaruiWarriorHorn/KaruiWarriorHornStrongbox	Ancestral Hornbearer
Metadata/Monsters/SudokuTotemBoss/SudokuBoss	Tawhani, the Ancestral Guardian
Metadata/Monsters/SudokuTotemBoss/SudokuBossUpperFace	Daemon
Metadata/Monsters/SudokuTotemBoss/SudokuBossMiddleFace	Daemon
Metadata/Monsters/SudokuTotemBoss/SudokuBossLowerFace	Daemon
Metadata/Monsters/YamaBoss/YamaBoss	Yama The White
Metadata/Monsters/YamaBoss/YamaBossMAP_	Yama The White
Metadata/Monsters/YamaBoss/YamaBossClone	Yama The White
Metadata/Monsters/YamaBoss/YamaBossSTANDALONE	Yama The White
Metadata/Monsters/BloodFeverKarui/BloodFeverDrunk	Blood-fevered Brew-breather
Metadata/Monsters/BloodFeverKarui/BloodFeverDrunkLandmark	Blood-fevered Brew-breather
Metadata/Monsters/BloodFeverKarui/BloodFeverHook	Blood-fevered Hookman
Metadata/Monsters/BloodFeverKarui/BloodFeverSpear	Blood-fevered Spearman
Metadata/Monsters/BloodFeverKarui/BloodFeverSpearLandmark	Blood-fevered Spearman
Metadata/Monsters/BloodFeverKarui/BloodFeverKarui1HAxe_	Blood-fevered Axeman
Metadata/Monsters/BloodFeverKarui/BloodFeverKarui2HAxe	Blood-fevered Warrior
Metadata/Monsters/BloodFeverKarui/BloodFeverKarui1HMace	Blood-fevered Maceman
Metadata/Monsters/BloodFeverKarui/BloodFeverBlob	Blood-fevered Pustule
Metadata/Monsters/BloodFeverKarui/BloodFeverPoi_	Blood-fevered Arsonist
Metadata/Monsters/BloodFeverKarui/BloodFeverBoar	Blood-fevered Tuskbeast
Metadata/Monsters/BloodFeverKarui/BloodFeverMedicineWoman	Blood-fevered Wisewoman
Metadata/Monsters/BloodFeverKarui/BloodFeverButcher	Harano, the Meat Carver
Metadata/Monsters/BloodFeverKarui/BloodFeverButcherSpectre	Harano, the Meat Carver
Metadata/Monsters/ParasiteMonsters/ParasiteMonster01	Armoured Parasite
Metadata/Monsters/ParasiteMonsters/ParasiteMonster02	Kreth Parasite
Metadata/Monsters/MorayClanMonster/MorayClan	Moray Clan
Metadata/Monsters/ParasiteMonsters/MantaRayParasite	Infested Manta
Metadata/Monsters/ParasiteMonsters/OctopusParasite	Infested Octopus
Metadata/Monsters/ParasiteMonsters/TurtleParasite__	Infested Turtle
Metadata/Monsters/ParasiteMonsters/AngerfishParasite	Infested Anglerfish
Metadata/Monsters/ParasiteHostMiniBoss/ParasiteHostBoss	[DNT-UNUSED] Parasite Host
Metadata/Monsters/ParasiteMonsters/MantaRayParasiteDead	Infested Manta
Metadata/Monsters/ParasiteMonsters/OctopusParasiteDead	Infested Octopus
Metadata/Monsters/ParasiteMonsters/TurtleParasiteDead	Infested Turtle
Metadata/Monsters/ParasiteMonsters/AngerfishParasiteDead	Infested Anglerfish
Metadata/Monsters/BloodFeverKarui/BloodFeverBloater	Blood-fevered Plaguespreader
Metadata/Monsters/KaruiSpiritTortoise/SpiritTortoise_	Guardian Turtle
Metadata/Monsters/KaruiSpiritTortoise/SpiritTortoiseStrongbox	Guardian Turtle
Metadata/Monsters/RootedGuys/RootedGuy01/RootedGuy1____	Blightstalker
Metadata/Monsters/KaruiChieftain/KaruiCaptainBoss	Tavakai, the Chieftain
Metadata/Monsters/KaruiChieftain/KaruiCaptainBoss_2	Tavakai, the Fallen
Metadata/Monsters/KaruiChieftain/KaruiCaptainBoss_3	Tavakai, the Consumed
Metadata/Monsters/KaruiChieftain/KaruiCaptainBoss_Map	Manoki, the Chosen
Metadata/Monsters/KaruiChieftain/KaruiCaptainBoss_2Map	Manoki, the Fevered
Metadata/Monsters/KaruiChieftain/KaruiCaptainBoss_3Map	Manoki, the Defiled
Metadata/Monsters/KaruiChieftain/KaruiCaptainBoss_3Standalone	Manoki, the Defiled
Metadata/Monsters/KaruiJadeSpearSpirit/WarriorSpirit	Warrior Spirit
Metadata/Monsters/RootedGuys/RootedGuy03/RootedGuy3	Sporebearer
Metadata/Monsters/RootedGuys/RootedGuy04/RootedGuy4	Fungal Reaver
Metadata/Monsters/RootedGuys/RootedGuy04/RaisedBranchMonster	Cultivated Grove
Metadata/Monsters/RootedGuys/RootedGuy04/RaisedBranchMonsterLandmark	Cultivated Grove
Metadata/Monsters/TwigMonsters/RaisedBranchMinion	Skeleton Spriggan
Metadata/Monsters/RootedGuys/RootedGuy04/RaisedBranchMonsterActive	Cultivated Grove
Metadata/Monsters/JudgementBird	[DNT-UNUSED] Judgement Bird
Metadata/Monsters/Baron/BaronBossHumanForm	Count Geonor
Metadata/Monsters/Baron/BaronBossHumanFormMap	Count Geonor
Metadata/Monsters/Baron/BaronBossHumanFormWolf	Count Geonor
Metadata/Monsters/Baron/BaronBossHumanFormWolfMap	Count Geonor
Metadata/Monsters/Baron/BaronBossCorruptedWolfForm	Geonor, the Putrid Wolf
Metadata/Monsters/Baron/BaronBossCorruptedWolfFormMap	Geonor, the Putrid Wolf
Metadata/Monsters/Baron/BaronBossCorruptedWolfFormStandalone	Geonor, the Putrid Wolf
Metadata/Monsters/Baron/BaronBossCorruptedWolfFogDaemon	Daemon
Metadata/Monsters/Baron/BaronWerewolfSummon	Court Werewolf
Metadata/Monsters/Baron/BaronWerewolfProwlerSummon	Tendril Prowler
Metadata/Monsters/Baron/BaronMinerPleb_	Crazed Guard
Metadata/Monsters/Baron/BaronMinerPlebThrower1	Crazed Guard
Metadata/Monsters/Baron/BaronMinerPlebThrower2	Crazed Guard
Metadata/Monsters/TwilightOrderSorceror/TwilightOrderSorcerer	Twilight Order Oathsworn
Metadata/Monsters/TwilightOrderSorceror/TwilightOrderSorcererPatrol	Twilight Order Oathsworn
Metadata/Monsters/TwilightOrderSorceror/TwilightOrderSorcererChurchAmbush	Twilight Order Oathsworn
Metadata/Monsters/TwilightOrderSorceror/TwilightOrderSorcererPreacher	Missionary Lorandis
Metadata/Monsters/TwilightOrderSorceror/TwilightOrderSorcererGuardBoss	Twilight Order Oathsworn
Metadata/Monsters/TwilightOrderSorceror/TwilightOrderSorcererGuardBossAttack	Twilight Order Oathsworn
Metadata/Monsters/TwilightOrderSorceror/TwilightOrderSorcererGuardBossDefence_	Twilight Order Oathsworn
Metadata/Monsters/TwilightOrderSorceror/TwilightOrderSorcererGuardBossUtility	Twilight Order Oathsworn
Metadata/Monsters/TwilightOrderSoldiers/TwilightOrderGuardBoss	Torvian, Hand of the Saviour
Metadata/Monsters/TwilightOrderSoldiers/TwilightOrderGuardBossMap	Brakkus, the Juggernaut
Metadata/Monsters/TwilightOrderSoldiers/TwilightOrderGuardBossSTANDALONE	Torvian, Hand of the Saviour
Metadata/Monsters/TwilightOrderSoldiers/TwilightOrderGuardBossSkyBeam	Invisible
Metadata/Monsters/TwilightOrderSoldiers/TwilightOrderOfficerColdClone	Clone [DNT-UNUSED]
Metadata/Monsters/TwilightOrderStigmata/TwilightOrderStigmataArcher_	Faithful Archer
Metadata/Monsters/TwilightOrderStigmata/TwilightOrderStigmataArcherPatrol	Faithful Archer
Metadata/Monsters/TwilightOrderStigmata/TwilightOrderStigmataMace_	Faithful Warrior
Metadata/Monsters/TwilightOrderStigmata/TwilightOrderStigmataMacePatrol	Faithful Warrior
Metadata/Monsters/TwilightOrderStigmata/TwilightOrderStigmataAxe_	Righteous Axewielder
Metadata/Monsters/TwilightOrderStigmata/TwilightOrderStigmataAxePatrol	Righteous Axewielder
Metadata/Monsters/InvisibleFire/BloodClanWaterWall	Invisible
Metadata/Monsters/ScarecrowBeast/ScarecrowBeast	Scarecrow Beast
Metadata/Monsters/PerennialKingStage2/PerennialKing	Jamanra, the Abomination
Metadata/Monsters/PerennialKingStage2/PerennialKingMap	Jamanra, the Abomination
Metadata/Monsters/PerennialKingStage2/PerennialKingStandalone_	Jamanra, the Abomination
Metadata/Monsters/PerennialKingStage2/PerennialKingCorpseFriend1	King's Attendant
Metadata/Monsters/PerennialKingStage2/PerennialKingCorpseFriend2	King's Attendant
Metadata/Monsters/PerennialKingStage2/PerennialKingCorpseFriend3	King's Attendant
Metadata/Monsters/PerennialKingStage2/PerennialKingCorpseFriend4_	King's Attendant
Metadata/Monsters/PerennialKingStage2/PerennialKingCorpseFriend5	King's Attendant
Metadata/Monsters/PerennialKingStage2/PerennialKingCorpseFriend6	King's Attendant
Metadata/Monsters/PerennialKingStage2/PerennialKingCorpseFriend7	King's Attendant
Metadata/Monsters/PerennialKingStage2/PerennialKingCorpseFriend8	King's Attendant
Metadata/Monsters/PerennialKingStage2/PerennialKingCorpseFriend9	King's Attendant
Metadata/Monsters/PerennialKingStage2/PerennialKingCorpseFriend10__	King's Attendant
Metadata/Monsters/PerennialKingStage2/PerennialKingCorpseFriend11	King's Attendant
Metadata/Monsters/PerennialKingStage2/PerennialKingCorpseFriend12	King's Attendant
Metadata/Monsters/PerennialKingStage2/PerennialKingCorpseFriend13	King's Attendant
Metadata/Monsters/RootedGuys/Cocoons2/Cocoons2__	Infested Cadaver
Metadata/Monsters/FallenGods/FallenGodsStalkerFoundry_	Forgotten Stalker
Metadata/Monsters/FallenGods/FallenGodsCrawlerFoundry_	Forgotten Crawler
Metadata/Monsters/FallenGods/FallenHooksFoundry	Forgotten Satyr
Metadata/Monsters/FallenGods/FallenHooks	Forgotten Satyr
Metadata/Monsters/MushroomFungus/MushroomFungus	[DNT-UNUSED] Mushroom Fungus
Metadata/Monsters/MushroomFungus/MushroomFungusPurple	The Noxious Behemoth
Metadata/Monsters/SpinningWheelHag/SpinningWheelHag	Wheelbound Hag
Metadata/Monsters/VaalBossStatue/VaalStatueBoss	Zicoatl, Warden of the Core
Metadata/Monsters/VaalBossStatue/VaalStatueBossMAP	Tetzcatl, the Blazing Guardian
Metadata/Monsters/VaalBossStatue/VaalStatueBossMAP2	Tetzcatl, the Blazing Guardian
Metadata/Monsters/VaalBossStatue/VaalStatueBossSTANDALONE	Tetzcatl, the Blazing Guardian
Metadata/Monsters/VaalBossStatue/VaalStatueBossSTANDALONEExpedition	Tetzcatl, the Blazing Guardian
Metadata/Monsters/HusbandMonster/HusbandMonster	Draven, the Eternal Praetor
Metadata/Monsters/HusbandMonster/HusbandMonsterMAP	Tycho, the Black Praetor
Metadata/Monsters/HusbandMonster/HusbandMonsterSTANDALONE	Tycho, the Black Praetor
Metadata/Monsters/HusbandMonster/HusbandMonsterApparition	Draven, the Eternal Praetor
Metadata/Monsters/SummonedPhantasm/HusbandWifeSpirits	Captured Soul
Metadata/Monsters/SummonedPhantasm/HusbandWifeSpiritsWild	Captured Soul
Metadata/Monsters/Wolves/WolfCompanionPlayerSummoned	Wolf Companion
Metadata/Monsters/Wolves/WolfCompanionPlayerSummonedBloody	Wolf Companion
Metadata/Monsters/Wolves/IceWolfPlayerSummoned	Wolf Companion
Metadata/Monsters/HyenaMonster/HyenaCompanionPlayerSummoned	Cackling Companion
Metadata/Monsters/TwilightOrderCleric/TwilightOrderCleric	Twilight Order Priest
Metadata/Monsters/TwilightOrderCleric/TwilightOrderClericPatrol	Twilight Order Priest
Metadata/Monsters/SaltGolem/VolcanicSaltGolem	Tectonic Golem
Metadata/Monsters/SaltGolem/VolcanicSaltGolemNoEmerge	Tectonic Golem
Metadata/Monsters/SaltGolem/VolcanicQuakeGolem	Volcanic Golem
Metadata/Monsters/SaltGolem/VolcanicQuakeGolemNoEmerge	Volcanic Golem
Metadata/Monsters/Clone/WereBearCloneImmobile_	Clone
Metadata/Monsters/Clone/WereWolfCloneImmobile	Clone
Metadata/Monsters/Clone/DemonCloneImmobile	Clone
Metadata/Monsters/Clone/WyvernCloneImmobile	Clone
Metadata/Monsters/FallenGodMiniboss/FallenGodMinibossSanctified	The Immured Fury
Metadata/Monsters/FallenGodMiniboss/FallenGodMinibossSanctifiedChaos	Invisible
Metadata/Monsters/FallenGodMiniboss/FallenGodMinibossSanctifiedExalt	Invisible
Metadata/Monsters/FallenGodMiniboss/FallenGodMinibossSanctifiedDivine	Invisible
Metadata/Monsters/FallenGodMiniboss/FallenGodMiniboss_	Phanos, Last Disciple of Auria
Metadata/Monsters/FallenGodMiniboss/FallenGodMinibossChaos	Invisible
Metadata/Monsters/FallenGodMiniboss/FallenGodMinibossExalt	Invisible
Metadata/Monsters/FallenGodMiniboss/FallenGodMinibossDivine_	Invisible
Metadata/Monsters/FallenGods/FallenGodMinibossBloaterMinion	Forgotten Mauler
Metadata/Monsters/FallenGods/FallenGodMinibossSplitMinion	Forgotten Cloven
Metadata/Monsters/FallenGods/FallenGodMinibossClubHandMinion	Forgotten Brutaliser
Metadata/Monsters/FallenGods/FallenGodMinibossCrawlerMinion	Forgotten Crawler
Metadata/Monsters/FallenGods/FallenGodMinibossStalkerMinion	Forgotten Stalker
Metadata/Monsters/FallenGods/FallenGodMinibossStagMinion	Forgotten Stag
Metadata/Monsters/FallenGods/FallenGodMinibossHooksMinion__	Forgotten Satyr
Metadata/Monsters/RabidFeralDogMonster/RabidDog	Rabid Dog
Metadata/Monsters/RabidFeralDogMonster/RabidDogLargeFarmlands	Vargir the Feral Mutt
Metadata/Monsters/RabidFeralDogMonster/RabidDogLargeFarmlandsNoName	Rabid Dog
Metadata/Monsters/SummonedMercenaryCompanion	Mercenary Companion
Metadata/Monsters/Skeletons/PlayerSummoned/SkeletonWarriorPlayerSummoned	Skeletal Warrior
Metadata/Monsters/Skeletons/PlayerSummoned/SkeletonReaverPlayerSummoned	Skeletal Reaver
Metadata/Monsters/Skeletons/PlayerSummoned/SkeletonBrutePlayerSummoned_	Skeletal Brute
Metadata/Monsters/Skeletons/PlayerSummoned/SkeletonArcherPlayerSummoned	Skeletal Sniper
Metadata/Monsters/Skeletons/PlayerSummoned/SkeletonFrostMagePlayerSummoned	Skeletal Frost Mage
Metadata/Monsters/Skeletons/PlayerSummoned/SkeletonStormMagePlayerSummoned_	Skeletal Storm Mage
Metadata/Monsters/Skeletons/PlayerSummoned/SkeletonArsonistPlayerSummoned	Skeletal Arsonist
Metadata/Monsters/Skeletons/PlayerSummoned/SkeletonClericPlayerSummoned_	Skeletal Cleric
Metadata/Monsters/Zombies/PlayerSummoned/PlayerSummonedZombie_	Raised Zombie
Metadata/Monsters/Daemon/CreepyHagDebuffDaemon	Daemon
Metadata/Monsters/OfferingSpike/PainOfferingSpike	Offering Spike
Metadata/Monsters/OfferingSpike/PainOfferingSpikeSanguine	Offering Spike
Metadata/Monsters/OfferingSpike/BoneOfferingSpike	Offering Spike
Metadata/Monsters/OfferingSpike/BoneOfferingSpikeSanguine	Offering Spike
Metadata/Monsters/OfferingSpike/PowerOfferingSpike	Offering Spike
Metadata/Monsters/OfferingSpike/PowerOfferingSpikeSanguine	Offering Spike
Metadata/Monsters/KaruiBoar/ExplosivePig	Volatile Boar
Metadata/Monsters/KaruiBoar/ExplosivePigOnFire	Volatile Boar
Metadata/Monsters/Ghouls/FarudinCrawler	Faridun Crawler
Metadata/Monsters/Ghouls/FarudinCrawlerQuarry	Faridun Crawler
Metadata/Monsters/DrudgeMiners/DrudgeBedrockBlaster	Forsaken Miner
Metadata/Monsters/DrudgeMiners/DrudgeBedrockBlasterStrongbox	Forsaken Miner
Metadata/Monsters/DrudgeMiners/DrudgeBedrockBlasterMinecart_	Forsaken Miner
Metadata/Monsters/DrudgeMiners/DrudgePickaxeMiner	Forsaken Miner
Metadata/Monsters/DrudgeMiners/DrudgePickaxeMinerStrongbox	Forsaken Miner
Metadata/Monsters/DrudgeMiners/DrudgeMinerHammer	Forsaken Miner
Metadata/Monsters/DrudgeMiners/DrudgeMinerHammerStrongbox	Forsaken Miner
Metadata/Monsters/Gargoyle/GargoyleBoss/ManorGargoyleBoss	Candlemass, the Living Rite
Metadata/Monsters/Gargoyle/GargoyleBoss/ManorGargoyleBossCRUEL	Candlemass, the Living Rite
Metadata/Monsters/Gargoyle/GargoyleBoss/ManorGargoyleBossMap	Meltwax, Mockery of Faith
Metadata/Monsters/Gargoyle/GargoyleBoss/ManorGargoyleBossSTANDALONE	Meltwax, Mockery of Faith
Metadata/Monsters/WifeMonster/WifeMonster	Asinia, the Praetor's Consort
Metadata/Monsters/WifeMonster/WifeMonsterMap_	Saphira, The Dread Consort
Metadata/Monsters/WifeMonster/WifeMonsterSTANDALONE	Saphira, The Dread Consort
Metadata/Monsters/WifeMonster/WifeMonsterBoneWall	Bone Wall
Metadata/Monsters/WifeMonster/WifeMonsterApparition_	Asinia, the Praetor's Consort
Metadata/Monsters/TitanWalker/TitanWalker	Walking Goliath
Metadata/Monsters/TitanWalker/TitanWalkerStrongbox	Walking Goliath
Metadata/Monsters/TitanWalker/TitanWalkerSanctumTrial	Walking Goliath
Metadata/Monsters/TitanWalker/TitanWalkerCorpse	Walking Goliath
Metadata/Monsters/TitanWalker/TitanWalkerCorpseStrongbox	Walking Goliath
Metadata/Monsters/SkeletalKnight/SkeletalKnight	Eternal Knight
Metadata/Monsters/SkeletalKnight/SkeletalKnightLandmark	Eternal Knight
Metadata/Monsters/SkeletalKnight/SkeletalKnightBossMinion	Eternal Knight
Metadata/Monsters/SkeletalKnight/SkeletalKnightStrongbox	Eternal Knight
Metadata/Monsters/SkeletalReaper/SkeletalReaper	Knight-Gaunt
Metadata/Monsters/SkeletalReaper/SkeletalReaperStrongbox	Knight-Gaunt
Metadata/Monsters/SkeletalConstruct/BoneConstructPlayerSummoned	Bone Crawler
Metadata/Monsters/TwoheadedTitan/TwoHeadedTitan_	Goliath
Metadata/Monsters/TwoheadedTitan/TwoHeadedTitanInterlude	Moltenmettle
Metadata/Monsters/TwoheadedTitan/TwoHeadedTitanStrongbox	Goliath
Metadata/Monsters/TwoheadedTitan/TwoHeadedTitanSanctumTrial	Goliath
Metadata/Monsters/Mutewind/MutewindWomanSpearCorrodedEliteRareName	L'im the Impaler
Metadata/Monsters/Mutewind/MutewindWomanSpearCorrodedElite	Faridun Impaler
Metadata/Monsters/Mutewind/MutewindWomanSpearCorrodedEliteSpectre_	Faridun Impaler
Metadata/Monsters/Totems/ancestor_totem/AncestralWarriorSpirit	Ancestral Warrior Spirit
Metadata/Monsters/Totems/ShockwaveTotem	Totem
Metadata/Monsters/RhoaPlayerSummoned/RhoaPlayerSummoned	Rhoa Companion
Metadata/Monsters/RhoaPlayerSummoned/HonourGuardRhoaPlayerSummoned	Rhoa Companion
Metadata/Monsters/RhoaPlayerSummoned/RitualRhoaPlayerSummoned	Rhoa Companion
Metadata/Monsters/RhoaPlayerSummoned/DeliriumRhoaPlayerSummoned	Rhoa Companion
Metadata/Monsters/RhoaPlayerSummoned/KaruiRhoaPlayerSummoned	Rhoa Companion
Metadata/Monsters/CompanionBear/CompanionBearSummoned	[DNT] Companion Bear
Metadata/Monsters/VaseMonster/VaseMonster_	Urnwalker
Metadata/Monsters/VaseMonster/VaseMonsterSanctumTrial	Urnwalker
Metadata/Monsters/VaseMonster/VaseMonsterSanctumTrialTime	Urnwalker
Metadata/Monsters/VaseMonster/VaseMonsterSpectre	Urnwalker
Metadata/Monsters/UndeadMarakethPriest/UndeadMarakethPriest	Risen Tale-woman
Metadata/Monsters/UndeadMarakethPriest/UndeadMarakethPriestSanctumTrial	Risen Tale-woman
Metadata/Monsters/UndeadMarakethPriest/UndeadMarakethPriestSanctumTrialTime	Risen Tale-woman
Metadata/Monsters/GiantUglyToad/GiantUglyToadExplode_	Giant Ugly Toad
Metadata/Monsters/NPC/AlvaSunkenCityPast	Alva
Metadata/Monsters/Zombies/CourtGuardZombieAxe	Rotting Guard
Metadata/Monsters/Zombies/CourtGuardZombieUnarmed	Rotting Guard
Metadata/Monsters/BeehiveBehemoth/FungusBehemoth	The Rotten Druid
Metadata/Monsters/BeehiveBehemoth/FungusBehemothMap	The Fungus Behemoth
Metadata/Monsters/BeehiveBehemoth/FungusBehemothSTANDALONE	The Fungus Behemoth
Metadata/Monsters/BeehiveBehemoth/FungusBehemothVine	Daemon
Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterOldForest_	The Brambleghast
Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterOldForestMap	Rootgrasp, the Hateful Forest
Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterOldForestSTANDALONE	Rootgrasp, the Hateful Forest
Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterOldForestKotMMinion	The Brambleghast
Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterVineOldForest	Vicious Vine
Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterHammerVine	Vicious Vine
Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterTreeVolatile__	Volatile Orchard
Metadata/Monsters/MushroomFungus/MushroomVolatile	Volatile Orchard
Metadata/Monsters/BansheeRemake/WitchHutBanshee	Areagne, Forgotten Witch
Metadata/Monsters/SummonRagingSpirit/RagingSpirit	Raging Spirit
Metadata/Monsters/VoodooKing/VoodooKingDeathEffigy	Affliction Totem
Metadata/Monsters/VoodooKing/VoodooKingBoss2	The King in the Mists
Metadata/Monsters/VoodooKing/VoodooKingBoss2MAP	The King in the Mists
Metadata/Monsters/VoodooKing/VoodooKingBoss2RitualPillar	Mystic Fetish
Metadata/Monsters/VoodooKing/VoodooKingBoss3	The King in the Mists
Metadata/Monsters/VoodooKing/VoodooKingBoss3MAP	The King in the Mists
Metadata/Monsters/VoodooKing/VoodooKingBoss3Standalone	The King in the Mists
Metadata/Monsters/VoodooKing/Critters/ExplosiveToad	Explosive Toad
Metadata/Monsters/Totems/DarkEffigyTotem_	Totem
Metadata/Monsters/Totems/DarkEffigyTotemDelirium_	Totem
Metadata/Monsters/ChaosGodRangedFodder/ChaosGodRangedFodder_	Petulant Stonemaw
Metadata/Monsters/ChaosGodRangedFodder/ChaosGodRangedFodderStrongbox	Petulant Stonemaw
